Sexo;Edad;Tipo_Persona;Calidad_Juridica
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;75;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;OFENDIDO
Femenino;57;FISICA;VICTIMA Y DENUNCIANTE
Femenino;46;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;57;FISICA;VICTIMA Y DENUNCIANTE
Femenino;37;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;58;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;69;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;NA;VICTIMA
Femenino;0;MORAL;VICTIMA
Masculino;53;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;13;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Femenino;66;FISICA;OFENDIDO
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Femenino;23;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;11;FISICA;VICTIMA
Femenino;7;FISICA;VICTIMA
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;56;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;29;FISICA;OFENDIDO
Femenino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;31;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;67;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;54;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;66;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;61;FISICA;VICTIMA Y DENUNCIANTE
Femenino;60;FISICA;VICTIMA Y DENUNCIANTE
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;66;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;39;FISICA;OFENDIDO
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;71;FISICA;VICTIMA Y DENUNCIANTE
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;OFENDIDO
Femenino;37;FISICA;VICTIMA Y DENUNCIANTE
Femenino;51;FISICA;OFENDIDO
Femenino;56;FISICA;VICTIMA Y DENUNCIANTE
Masculino;64;FISICA;VICTIMA Y DENUNCIANTE
Femenino;58;FISICA;VICTIMA Y DENUNCIANTE
Femenino;22;FISICA;VICTIMA Y DENUNCIANTE
Femenino;43;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;81;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Femenino;93;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Femenino;67;FISICA;VICTIMA Y DENUNCIANTE
Femenino;11;FISICA;VICTIMA
Femenino;10;FISICA;VICTIMA
Masculino;26;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;78;FISICA;VICTIMA Y DENUNCIANTE
Masculino;74;FISICA;VICTIMA Y DENUNCIANTE
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Femenino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;52;FISICA;OFENDIDO
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;52;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;40;FISICA;OFENDIDO
Masculino;54;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;OFENDIDO
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;62;FISICA;OFENDIDO
Masculino;41;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;74;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;3;FISICA;VICTIMA
Femenino;67;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;OFENDIDO
Masculino;49;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;24;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Femenino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;10;FISICA;VICTIMA
Femenino;17;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA
Femenino;89;FISICA;VICTIMA
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;37;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;66;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;27;FISICA;OFENDIDO
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;33;FISICA;OFENDIDO
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;70;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;73;FISICA;VICTIMA Y DENUNCIANTE
Femenino;65;FISICA;VICTIMA Y DENUNCIANTE
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;54;FISICA;VICTIMA Y DENUNCIANTE
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;66;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;16;FISICA;VICTIMA
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;14;FISICA;VICTIMA
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Femenino;51;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;OFENDIDO
Femenino;26;FISICA;VICTIMA
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;45;FISICA;OFENDIDO
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;OFENDIDO
Masculino;72;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Femenino;19;FISICA;OFENDIDO
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;14;FISICA;VICTIMA
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Femenino;57;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;54;FISICA;VICTIMA Y DENUNCIANTE
Femenino;54;FISICA;VICTIMA Y DENUNCIANTE
Femenino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;32;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
NA;0;MORAL;AGRAVIADO
Masculino;90;FISICA;CADAVER
Masculino;74;FISICA;VICTIMA Y DENUNCIANTE
Masculino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;OFENDIDO
Femenino;81;FISICA;OFENDIDO
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;18;FISICA;VICTIMA Y DENUNCIANTE
Femenino;52;FISICA;VICTIMA Y DENUNCIANTE
Masculino;71;FISICA;VICTIMA Y DENUNCIANTE
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;29;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;OFENDIDO
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;60;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
Femenino;49;FISICA;OFENDIDO
Femenino;55;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
Femenino;39;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;12;FISICA;VICTIMA
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;38;FISICA;VICTIMA
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Femenino;0;FISICA;OFENDIDO
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;42;FISICA;VICTIMA
Masculino;37;FISICA;LESIONADO
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;67;FISICA;OFENDIDO
Femenino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Femenino;62;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;65;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;VICTIMA
Femenino;61;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;74;FISICA;VICTIMA
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;8;FISICA;VICTIMA
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;77;FISICA;VICTIMA Y DENUNCIANTE
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;49;FISICA;OFENDIDO
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Femenino;62;FISICA;VICTIMA Y DENUNCIANTE
Masculino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;OFENDIDO
Femenino;33;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;VICTIMA Y DENUNCIANTE
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;19;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;52;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;12;FISICA;VICTIMA
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;8;FISICA;VICTIMA
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Femenino;75;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;7;FISICA;VICTIMA
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;5;FISICA;VICTIMA
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA
Masculino;22;FISICA;VICTIMA
Masculino;53;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;29;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;34;FISICA;OFENDIDO
Masculino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;OFENDIDO
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;33;FISICA;CADAVER
Masculino;42;FISICA;OFENDIDO
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;51;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;48;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
Femenino;72;FISICA;VICTIMA Y DENUNCIANTE
Masculino;74;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;OFENDIDO
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;73;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;58;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA
Masculino;29;FISICA;OFENDIDO
Masculino;34;FISICA;CADAVER
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;22;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Femenino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;49;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;18;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;43;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;CADAVER
NA;0;MORAL;OFENDIDO
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;16;FISICA;VICTIMA
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;11;FISICA;VICTIMA
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;69;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;OFENDIDO
Masculino;0;FISICA;CADAVER
Masculino;55;FISICA;OFENDIDO
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;OFENDIDO
Masculino;33;FISICA;OFENDIDO
Masculino;49;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
